index,date,year,weekday,title,performance_type,age_rating,venue,time,ticket_status,premiere,repertoire,season
784,12/21/2019,2019,суббота,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
785,12/21/2019,2019,суббота,Симфония до мажор,Балет,16+,Новая сцена,19:00,sold,6/13/2019,TRUE,245
787,12/22/2019,2019,воскресенье,Царская невеста,Опера,12+,Историческая сцена,12:00,sold,2/22/2014,TRUE,245
790,12/24/2019,2019,вторник,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
791,12/25/2019,2019,среда,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
793,12/27/2019,2019,пятница,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
795,12/28/2019,2019,суббота,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
796,12/28/2019,2019,суббота,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,245
797,12/28/2019,2019,суббота,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
798,12/28/2019,2019,суббота,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,245
800,12/29/2019,2019,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
801,12/29/2019,2019,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,245
802,12/29/2019,2019,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
803,12/29/2019,2019,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,245
805,12/30/2019,2019,понедельник,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
806,12/30/2019,2019,понедельник,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,245
807,12/30/2019,2019,понедельник,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
808,12/30/2019,2019,понедельник,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,245
809,12/31/2019,2019,вторник,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
810,12/31/2019,2019,вторник,Щелкунчик,Балет,6+,Историческая сцена,18:00,sold,3/12/1966,TRUE,245
812,1/2/2020,2020,четверг,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
813,1/3/2020,2020,пятница,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
814,1/3/2020,2020,пятница,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
815,1/3/2020,2020,пятница,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
816,1/4/2020,2020,суббота,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
817,1/4/2020,2020,суббота,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
818,1/4/2020,2020,суббота,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
819,1/5/2020,2020,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
821,1/5/2020,2020,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
822,1/5/2020,2020,воскресенье,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
824,1/6/2020,2020,понедельник,Щелкунчик,Балет,6+,Историческая сцена,14:00,sold,3/12/1966,TRUE,245
825,1/7/2020,2020,вторник,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,245
827,1/7/2020,2020,вторник,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
828,1/7/2020,2020,вторник,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
830,1/8/2020,2020,среда,Щелкунчик,Балет,6+,Историческая сцена,14:00,sold,3/12/1966,TRUE,245
831,1/8/2020,2020,среда,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
832,1/11/2020,2020,суббота,Иоланта,Опера,12+ ,Новая сцена,12:00,sold,10/28/2015,TRUE,245
834,1/11/2020,2020,суббота,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
835,1/12/2020,2020,воскресенье,Иоланта,Опера,12+ ,Новая сцена,14:00,sold,10/28/2015,TRUE,245
837,1/14/2020,2020,вторник,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
838,1/15/2020,2020,среда,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
840,1/16/2020,2020,четверг,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
843,1/18/2020,2020,суббота,Коппелия,Балет,12+,Новая сцена,12:00,sold,4/20/2018,TRUE,245
844,1/18/2020,2020,суббота,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,245
847,1/19/2020,2020,воскресенье,Коппелия,Балет,12+,Новая сцена,14:00,sold,4/20/2018,TRUE,245
849,1/21/2020,2020,вторник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
851,1/22/2020,2020,среда,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
852,1/22/2020,2020,среда,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,245
853,1/23/2020,2020,четверг,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,245
855,1/24/2020,2020,пятница,Жизель,Балет,12+,Историческая сцена,19:00,sold,11/21/2019,TRUE,245
856,1/24/2020,2020,пятница,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,245
857,1/25/2020,2020,суббота,Жизель,Балет,12+,Историческая сцена,12:00,sold,11/21/2019,TRUE,245
858,1/25/2020,2020,суббота,Богема,Опера,12+,Новая сцена,12:00,sold,7/24/2018,TRUE,245
859,1/25/2020,2020,суббота,Жизель,Балет,12+,Историческая сцена,19:00,sold,11/21/2019,TRUE,245
860,1/25/2020,2020,суббота,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,245
861,1/26/2020,2020,воскресенье,Богема,Опера,12+,Новая сцена,14:00,sold,7/24/2018,TRUE,245
862,1/26/2020,2020,воскресенье,Жизель,Балет,12+,Историческая сцена,18:00,sold,11/21/2019,TRUE,245
863,1/28/2020,2020,вторник,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
864,1/29/2020,2020,среда,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
865,1/30/2020,2020,четверг,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
866,1/31/2020,2020,пятница,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,245
869,2/1/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,12:00,sold,3/2/2001,TRUE,245
870,2/1/2020,2020,суббота,Иоланта,Опера,12+ ,Новая сцена,12:00,sold,10/28/2015,TRUE,245
871,2/1/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,245
872,2/1/2020,2020,суббота,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
874,2/2/2020,2020,воскресенье,Лебединое озеро,Балет,12+,Историческая сцена,14:00,sold,3/2/2001,TRUE,245
875,2/2/2020,2020,воскресенье,Иоланта,Опера,12+ ,Новая сцена,14:00,sold,10/28/2015,TRUE,245
877,2/5/2020,2020,среда,Симфония до мажор,Балет,16+,Новая сцена,19:00,sold,6/13/2019,TRUE,245
878,2/6/2020,2020,четверг,Симфония до мажор,Балет,16+,Новая сцена,19:00,sold,6/13/2019,TRUE,245
881,2/8/2020,2020,суббота,Ромео и Джульетта,Балет,12+,Новая сцена,12:00,sold,11/22/2017,TRUE,245
882,2/8/2020,2020,суббота,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,245
885,2/9/2020,2020,воскресенье,Ромео и Джульетта,Балет,12+,Новая сцена,14:00,sold,11/22/2017,TRUE,245
890,2/12/2020,2020,среда,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,245
891,2/13/2020,2020,четверг,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,245
893,2/14/2020,2020,пятница,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
895,2/15/2020,2020,суббота,Клетка,Балет,16+,Новая сцена,12:00,sold,3/19/2017,TRUE,245
896,2/15/2020,2020,суббота,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
897,2/15/2020,2020,суббота,Клетка,Балет,16+,Новая сцена,19:00,sold,3/19/2017,TRUE,245
899,2/16/2020,2020,воскресенье,Клетка,Балет,16+,Новая сцена,14:00,sold,3/19/2017,TRUE,245
901,2/16/2020,2020,воскресенье,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
903,2/17/2020,2020,понедельник,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
904,2/18/2020,2020,вторник,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
905,2/18/2020,2020,вторник,Клетка,Балет,16+,Новая сцена,19:00,sold,3/19/2017,TRUE,245
906,2/19/2020,2020,среда,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
909,2/21/2020,2020,пятница,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,245
910,2/21/2020,2020,пятница,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
912,2/22/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,12:00,sold,3/2/2001,TRUE,245
913,2/22/2020,2020,суббота,Сказка о царе Салтане,Опера,12+,Новая сцена,12:00,sold,9/26/2019,TRUE,245
914,2/22/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,245
915,2/22/2020,2020,суббота,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
919,2/23/2020,2020,воскресенье,Лебединое озеро,Балет,12+,Историческая сцена,18:00,sold,3/2/2001,TRUE,245
920,2/23/2020,2020,воскресенье,Сказка о царе Салтане,Опера,12+,Новая сцена,19:00,sold,9/26/2019,TRUE,245
922,2/26/2020,2020,среда,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,245
923,2/26/2020,2020,среда,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,245
924,2/27/2020,2020,четверг,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,245
925,2/27/2020,2020,четверг,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,245
926,2/28/2020,2020,пятница,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,245
927,2/29/2020,2020,суббота,Зимняя сказка,Балет,12+,Историческая сцена,12:00,sold,4/4/2019,TRUE,245
928,2/29/2020,2020,суббота,Севильский цирюльник,Опера,12+,Новая сцена,12:00,sold,11/3/2018,TRUE,245
929,2/29/2020,2020,суббота,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,245
930,2/29/2020,2020,суббота,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,245
931,3/1/2020,2020,воскресенье,Зимняя сказка,Балет,12+,Историческая сцена,14:00,sold,4/4/2019,TRUE,245
932,3/1/2020,2020,воскресенье,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,245
933,3/3/2020,2020,вторник,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,245
934,3/3/2020,2020,вторник,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
935,3/4/2020,2020,среда,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,245
936,3/4/2020,2020,среда,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
937,3/5/2020,2020,четверг,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,245
938,3/5/2020,2020,четверг,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
939,3/6/2020,2020,пятница,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,245
940,3/7/2020,2020,суббота,Артефакт-сюита,Балет,12+,Новая сцена,12:00,sold,11/20/2018,TRUE,245
942,3/7/2020,2020,суббота,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,245
944,3/8/2020,2020,воскресенье,Артефакт-сюита,Балет,12+,Новая сцена,14:00,sold,11/20/2018,TRUE,245
948,3/10/2020,2020,вторник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
949,3/11/2020,2020,среда,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
952,3/14/2020,2020,суббота,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,245
954,3/15/2020,2020,воскресенье,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,245
955,3/18/2020,2020,среда,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,245
958,3/19/2020,2020,четверг,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,245
959,3/20/2020,2020,пятница,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,245
960,3/21/2020,2020,суббота,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,245
963,3/22/2020,2020,воскресенье,Кармен,Опера,16+,Историческая сцена,14:00,sold,7/15/2015,TRUE,245
980,4/9/2020,2020,четверг,Жизель,Балет,12+,Историческая сцена,19:00,sold,11/21/2019,TRUE,245
981,4/10/2020,2020,пятница,Жизель,Балет,12+,Историческая сцена,19:00,sold,11/21/2019,TRUE,245
982,4/11/2020,2020,суббота,Жизель,Балет,12+,Историческая сцена,12:00,sold,11/21/2019,TRUE,245
983,4/11/2020,2020,суббота,Жизель,Балет,12+,Историческая сцена,19:00,sold,11/21/2019,TRUE,245
984,4/13/2020,2020,понедельник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
985,4/14/2020,2020,вторник,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,245
987,4/15/2020,2020,среда,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,245
988,4/15/2020,2020,среда,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,245
991,4/16/2020,2020,четверг,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,245
992,4/16/2020,2020,четверг,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,245
994,4/19/2020,2020,воскресенье,Драгоценности,Балет,6+,Историческая сцена,18:00,sold,5/5/2012,TRUE,245
997,4/21/2020,2020,вторник,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
998,4/22/2020,2020,среда,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,245
999,4/22/2020,2020,среда,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
1000,4/23/2020,2020,четверг,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,245
1001,4/23/2020,2020,четверг,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,245
1003,4/24/2020,2020,пятница,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,245
1005,4/25/2020,2020,суббота,Коппелия,Балет,12+,Новая сцена,12:00,sold,4/20/2018,TRUE,245
1006,4/25/2020,2020,суббота,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,245
1007,4/25/2020,2020,суббота,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,245
1010,4/26/2020,2020,воскресенье,Коппелия,Балет,12+,Новая сцена,14:00,sold,4/20/2018,TRUE,245
1012,4/26/2020,2020,воскресенье,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,245
1015,4/29/2020,2020,среда,Иван Грозный,Балет,16+ ,Историческая сцена,19:00,sold,11/8/2012,TRUE,245
1016,4/29/2020,2020,среда,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,245
1018,4/30/2020,2020,четверг,Иван Грозный,Балет,16+ ,Историческая сцена,19:00,sold,11/8/2012,TRUE,245
1019,4/30/2020,2020,четверг,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,245
1020,5/1/2020,2020,пятница,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,245
1022,5/2/2020,2020,суббота,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,245
1023,5/2/2020,2020,суббота,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,245
1024,5/3/2020,2020,воскресенье,Дочь фараона,Балет,12+,Историческая сцена,12:00,sold,7/19/2018,TRUE,245
1025,5/3/2020,2020,воскресенье,Свадьба Фигаро,Опера,12+,Новая сцена,12:00,sold,4/25/2015,TRUE,245
1026,5/3/2020,2020,воскресенье,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,245
1027,5/6/2020,2020,среда,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
1028,5/8/2020,2020,пятница,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
1029,5/10/2020,2020,воскресенье,Садко,Опера,16+,Историческая сцена,19:00,sold,2/14/2020,TRUE,245
1030,5/15/2020,2020,пятница,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
1031,5/16/2020,2020,суббота,Царская невеста,Опера,12+,Историческая сцена,12:00,sold,2/22/2014,TRUE,245
1032,5/16/2020,2020,суббота,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
1033,5/17/2020,2020,воскресенье,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,245
1034,5/19/2020,2020,вторник,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,245
1035,5/20/2020,2020,среда,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,245
1036,5/21/2020,2020,четверг,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,245
1040,5/26/2020,2020,вторник,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,245
1041,5/26/2020,2020,вторник,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
1042,5/27/2020,2020,среда,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,245
1043,5/27/2020,2020,среда,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,245
1044,5/30/2020,2020,суббота,Богема,Опера,12+,Новая сцена,12:00,sold,7/24/2018,TRUE,245
1046,5/30/2020,2020,суббота,Зимняя сказка,Балет,12+,Историческая сцена,14:00,sold,4/4/2019,TRUE,245
1048,5/30/2020,2020,суббота,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,245
1050,5/31/2020,2020,воскресенье,Богема,Опера,12+,Новая сцена,14:00,sold,7/24/2018,TRUE,245
1052,6/2/2020,2020,вторник,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,245
1053,6/3/2020,2020,среда,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,245
1054,6/4/2020,2020,четверг,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,245
1056,6/6/2020,2020,суббота,Укрощение строптивой,Балет,16+,Новая сцена,12:00,sold,7/4/2014,TRUE,245
1057,6/6/2020,2020,суббота,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,245
1059,6/7/2020,2020,воскресенье,Укрощение строптивой,Балет,16+,Новая сцена,14:00,sold,7/4/2014,TRUE,245
1067,6/19/2020,2020,пятница,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,245
1069,6/20/2020,2020,суббота,Баядерка,Балет,12+,Историческая сцена,12:00,sold,1/24/2013,TRUE,245
1070,6/20/2020,2020,суббота,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,245
1071,6/21/2020,2020,воскресенье,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,245
1072,6/23/2020,2020,вторник,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
1073,6/24/2020,2020,среда,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,245
1074,6/24/2020,2020,среда,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
1075,6/25/2020,2020,четверг,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,245
1076,6/25/2020,2020,четверг,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,245
1077,6/26/2020,2020,пятница,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,245
1078,6/27/2020,2020,суббота,Укрощение строптивой,Балет,16+,Новая сцена,12:00,sold,7/4/2014,TRUE,245
1079,6/27/2020,2020,суббота,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,245
1080,6/27/2020,2020,суббота,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,245
1082,6/28/2020,2020,воскресенье,Дон Карлос,Опера,12+,Историческая сцена,14:00,sold,12/17/2013,TRUE,245
1083,6/28/2020,2020,воскресенье,Укрощение строптивой,Балет,16+,Новая сцена,14:00,sold,7/4/2014,TRUE,245
1084,6/30/2020,2020,вторник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,245
1085,9/6/2020,2020,воскресенье,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,246
1086,9/8/2020,2020,вторник,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,246
1087,9/10/2020,2020,четверг,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,246
1088,9/10/2020,2020,четверг,Четыре персонажа в поисках сюжета,Балет,12+,Новая сцена,19:00,sold,9/10/2020,TRUE,246
1089,9/11/2020,2020,пятница,Четыре персонажа в поисках сюжета,Балет,12+,Новая сцена,19:00,sold,9/10/2020,TRUE,246
1090,9/13/2020,2020,воскресенье,Четыре персонажа в поисках сюжета,Балет,12+,Новая сцена,12:00,sold,9/10/2020,TRUE,246
1091,9/15/2020,2020,вторник,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,246
1093,9/16/2020,2020,среда,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,246
1094,9/16/2020,2020,среда,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,246
1096,9/17/2020,2020,четверг,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,246
1097,9/18/2020,2020,пятница,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,246
1098,9/18/2020,2020,пятница,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,246
1099,9/19/2020,2020,суббота,Онегин,Балет,12+,Новая сцена,12:00,sold,7/12/2013,TRUE,246
1100,9/19/2020,2020,суббота,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,246
1101,9/19/2020,2020,суббота,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,246
1102,9/20/2020,2020,воскресенье,Пиковая дама,Опера,16+,Историческая сцена,14:00,sold,2/15/2018,TRUE,246
1103,9/20/2020,2020,воскресенье,Онегин,Балет,12+,Новая сцена,14:00,sold,7/12/2013,TRUE,246
1106,9/23/2020,2020,среда,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,246
1107,9/24/2020,2020,четверг,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,246
1109,9/26/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,12:00,sold,3/2/2001,TRUE,246
1110,9/26/2020,2020,суббота,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,246
1111,9/27/2020,2020,воскресенье,Лебединое озеро,Балет,12+,Историческая сцена,14:00,sold,3/2/2001,TRUE,246
1114,10/2/2020,2020,пятница,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,246
1116,10/3/2020,2020,суббота,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,246
1119,10/4/2020,2020,воскресенье,Иоланта,Опера,12+ ,Новая сцена,14:00,sold,10/28/2015,TRUE,246
1121,10/7/2020,2020,среда,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,246
1123,10/8/2020,2020,четверг,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,246
1126,10/10/2020,2020,суббота,Пламя Парижа,Балет,12+,Новая сцена,12:00,sold,7/3/2008,TRUE,246
1127,10/10/2020,2020,суббота,Пламя Парижа,Балет,12+,Новая сцена,19:00,sold,7/3/2008,TRUE,246
1129,10/11/2020,2020,воскресенье,Пламя Парижа,Балет,12+,Новая сцена,14:00,sold,7/3/2008,TRUE,246
1130,10/14/2020,2020,среда,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,246
1132,10/15/2020,2020,четверг,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,246
1134,10/17/2020,2020,суббота,Дон Кихот,Балет,6+,Историческая сцена,12:00,sold,2/2/2016,TRUE,246
1135,10/17/2020,2020,суббота,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,246
1137,10/18/2020,2020,воскресенье,Дон Кихот,Балет,6+,Историческая сцена,14:00,sold,2/2/2016,TRUE,246
1148,10/27/2020,2020,вторник,Иван Грозный,Балет,16+ ,Историческая сцена,19:00,sold,11/8/2012,TRUE,246
1149,10/28/2020,2020,среда,Иван Грозный,Балет,16+ ,Историческая сцена,19:00,sold,11/8/2012,TRUE,246
