index,date,year,weekday,title,performance_type,age_rating,venue,time,ticket_status,premiere,repertoire,season
1,9/12/2018,2018,среда,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,244
2,9/13/2018,2018,четверг,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,244
3,9/14/2018,2018,пятница,Борис Годунов,Опера,12+,Историческая сцена,19:00,sold,12/1/2011,TRUE,244
5,9/15/2018,2018,суббота,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,244
7,9/16/2018,2018,воскресенье,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,244
9,9/18/2018,2018,вторник,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
10,9/19/2018,2018,среда,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
11,9/20/2018,2018,четверг,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
12,9/21/2018,2018,пятница,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,244
13,9/22/2018,2018,суббота,Дон Кихот,Балет,6+,Историческая сцена,12:00,sold,2/2/2016,TRUE,244
14,9/22/2018,2018,суббота,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
15,9/22/2018,2018,суббота,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,244
17,9/23/2018,2018,воскресенье,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
18,9/23/2018,2018,воскресенье,Свадьба Фигаро,Опера,12+,Новая сцена,19:00,sold,4/25/2015,TRUE,244
20,9/25/2018,2018,вторник,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
22,9/26/2018,2018,среда,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
25,9/29/2018,2018,суббота,Забытая земля,Балет,16+,Новая сцена,12:00,sold,11/2/2017,TRUE,244
27,9/29/2018,2018,суббота,Забытая земля,Балет,16+,Новая сцена,19:00,sold,11/2/2017,TRUE,244
32,9/30/2018,2018,воскресенье,Забытая земля,Балет,16+,Новая сцена,19:00,sold,11/2/2017,TRUE,244
34,10/3/2018,2018,среда,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
36,10/4/2018,2018,четверг,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
37,10/5/2018,2018,пятница,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
40,10/6/2018,2018,суббота,Онегин,Балет,12+,Новая сцена,12:00,sold,7/12/2013,TRUE,244
41,10/6/2018,2018,суббота,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
45,10/9/2018,2018,вторник,Жизель,Балет,12+ ,Историческая сцена,19:00,sold,5/2/1987,TRUE,244
47,10/10/2018,2018,среда,Жизель,Балет,12+ ,Историческая сцена,19:00,sold,5/2/1987,TRUE,244
49,10/12/2018,2018,пятница,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,244
51,10/13/2018,2018,суббота,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,244
55,10/16/2018,2018,вторник,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,244
56,10/17/2018,2018,среда,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,244
57,10/17/2018,2018,среда,Альцина,Опера,18+,Новая сцена,19:00,sold,10/18/2017,TRUE,244
59,10/19/2018,2018,пятница,Альцина,Опера,18+,Новая сцена,19:00,sold,10/18/2017,TRUE,244
66,10/21/2018,2018,воскресенье,Альцина,Опера,18+,Новая сцена,19:00,sold,10/18/2017,TRUE,244
69,10/23/2018,2018,вторник,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,244
70,10/23/2018,2018,вторник,Альцина,Опера,18+,Новая сцена,19:00,sold,10/7/2012,TRUE,244
71,10/24/2018,2018,среда,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,244
72,10/25/2018,2018,четверг,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
74,10/26/2018,2018,пятница,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
77,10/27/2018,2018,суббота,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
81,10/28/2018,2018,воскресенье,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
83,10/30/2018,2018,вторник,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,244
85,10/31/2018,2018,среда,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,244
88,11/2/2018,2018,пятница,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
89,11/3/2018,2018,суббота,Баядерка,Балет,12+,Историческая сцена,12:00,sold,1/24/2013,TRUE,244
91,11/3/2018,2018,суббота,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
92,11/3/2018,2018,суббота,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
93,11/4/2018,2018,воскресенье,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
94,11/4/2018,2018,воскресенье,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
96,11/6/2018,2018,вторник,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
97,11/7/2018,2018,среда,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
98,11/8/2018,2018,четверг,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
99,11/10/2018,2018,суббота,Сильфида,Балет,12+,Новая сцена,19:00,sold,2/20/2008,TRUE,244
101,11/11/2018,2018,воскресенье,Сильфида,Балет,12+,Новая сцена,18:00,sold,2/20/2008,TRUE,244
104,11/13/2018,2018,вторник,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,244
106,11/14/2018,2018,среда,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,244
107,11/15/2018,2018,четверг,Царская невеста,Опера,12+,Историческая сцена,19:00,sold,2/22/2014,TRUE,244
108,11/16/2018,2018,пятница,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,244
110,11/17/2018,2018,суббота,Кармен,Опера,16+,Историческая сцена,12:00,sold,7/15/2015,TRUE,244
111,11/17/2018,2018,суббота,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,244
113,11/18/2018,2018,воскресенье,Кармен,Опера,16+,Историческая сцена,19:00,sold,7/15/2015,TRUE,244
115,11/20/2018,2018,вторник,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
116,11/20/2018,2018,вторник,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
117,11/21/2018,2018,среда,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
118,11/21/2018,2018,среда,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
120,11/22/2018,2018,четверг,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
121,11/22/2018,2018,четверг,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
124,11/23/2018,2018,пятница,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
125,11/23/2018,2018,пятница,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
126,11/24/2018,2018,суббота,Артефакт-сюита,Балет,12+,Новая сцена,12:00,sold,11/20/2018,TRUE,244
128,11/24/2018,2018,суббота,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
129,11/24/2018,2018,суббота,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
138,11/27/2018,2018,вторник,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,244
141,11/30/2018,2018,пятница,Раймонда,Балет,12+ ,Историческая сцена,19:00,sold,5/10/2003,TRUE,244
142,11/30/2018,2018,пятница,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,244
143,12/1/2018,2018,суббота,Раймонда,Балет,12+ ,Историческая сцена,12:00,sold,5/10/2003,TRUE,244
144,12/1/2018,2018,суббота,Богема,Опера,12+,Новая сцена,12:00,sold,7/24/2018,TRUE,244
145,12/1/2018,2018,суббота,Раймонда,Балет,12+ ,Историческая сцена,19:00,sold,5/10/2003,TRUE,244
146,12/1/2018,2018,суббота,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,244
147,12/2/2018,2018,воскресенье,Богема,Опера,12+,Новая сцена,14:00,sold,7/24/2018,TRUE,244
148,12/2/2018,2018,воскресенье,Раймонда,Балет,12+ ,Историческая сцена,19:00,sold,5/10/2003,TRUE,244
150,12/8/2018,2018,суббота,Коппелия,Балет,12+,Новая сцена,12:00,sold,4/20/2018,TRUE,244
152,12/8/2018,2018,суббота,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,244
154,12/9/2018,2018,воскресенье,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,244
155,12/11/2018,2018,вторник,Этюды,Балет,16+,Новая сцена,19:00,sold,3/19/2017,TRUE,244
156,12/12/2018,2018,среда,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,244
157,12/12/2018,2018,среда,Этюды,Балет,16+,Новая сцена,19:00,sold,3/19/2017,TRUE,244
160,12/13/2018,2018,четверг,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,244
163,12/14/2018,2018,пятница,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,244
165,12/15/2018,2018,суббота,Путешествие в Реймс,Опера,12+,Историческая сцена,19:00,sold,12/12/2018,TRUE,244
166,12/15/2018,2018,суббота,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
168,12/16/2018,2018,воскресенье,Путешествие в Реймс,Опера,12+,Историческая сцена,14:00,sold,12/12/2018,TRUE,244
169,12/16/2018,2018,воскресенье,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
171,12/18/2018,2018,вторник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
172,12/19/2018,2018,среда,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
175,12/22/2018,2018,суббота,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
180,12/22/2018,2018,суббота,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
182,12/23/2018,2018,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,18:00,sold,3/12/1966,TRUE,244
183,12/25/2018,2018,вторник,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
184,12/25/2018,2018,вторник,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
186,12/26/2018,2018,среда,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
187,12/26/2018,2018,среда,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
188,12/28/2018,2018,пятница,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
190,12/29/2018,2018,суббота,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
191,12/29/2018,2018,суббота,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
192,12/29/2018,2018,суббота,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
193,12/29/2018,2018,суббота,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
195,12/30/2018,2018,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
196,12/30/2018,2018,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
197,12/30/2018,2018,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
198,12/30/2018,2018,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
200,12/31/2018,2018,понедельник,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
201,12/31/2018,2018,понедельник,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
202,12/31/2018,2018,понедельник,Щелкунчик,Балет,6+,Историческая сцена,18:00,sold,3/12/1966,TRUE,244
203,12/31/2018,2018,понедельник,История Кая и Герды,Опера,6+,Новая сцена,18:00,sold,11/28/2014,TRUE,244
204,1/2/2019,2019,среда,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
205,1/2/2019,2019,среда,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
206,1/3/2019,2019,четверг,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
207,1/3/2019,2019,четверг,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
208,1/3/2019,2019,четверг,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
209,1/3/2019,2019,четверг,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
210,1/4/2019,2019,пятница,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
211,1/4/2019,2019,пятница,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
212,1/4/2019,2019,пятница,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
213,1/4/2019,2019,пятница,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
214,1/5/2019,2019,суббота,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
215,1/5/2019,2019,суббота,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
216,1/5/2019,2019,суббота,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
217,1/5/2019,2019,суббота,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
219,1/6/2019,2019,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
220,1/6/2019,2019,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
221,1/6/2019,2019,воскресенье,Щелкунчик,Балет,6+,Историческая сцена,19:00,sold,3/12/1966,TRUE,244
222,1/6/2019,2019,воскресенье,История Кая и Герды,Опера,6+,Новая сцена,19:00,sold,11/28/2014,TRUE,244
224,1/7/2019,2019,понедельник,Щелкунчик,Балет,6+,Историческая сцена,12:00,sold,3/12/1966,TRUE,244
225,1/7/2019,2019,понедельник,История Кая и Герды,Опера,6+,Новая сцена,12:00,sold,11/28/2014,TRUE,244
232,1/12/2019,2019,суббота,Коппелия,Балет,12+,Новая сцена,12:00,sold,4/20/2018,TRUE,244
234,1/12/2019,2019,суббота,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,244
237,1/13/2019,2019,воскресенье,Коппелия,Балет,12+,Новая сцена,14:00,sold,4/20/2018,TRUE,244
242,1/15/2019,2019,вторник,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
244,1/16/2019,2019,среда,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
245,1/16/2019,2019,среда,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
246,1/17/2019,2019,четверг,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
247,1/17/2019,2019,четверг,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
250,1/18/2019,2019,пятница,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
252,1/19/2019,2019,суббота,Баядерка,Балет,12+,Историческая сцена,12:00,sold,1/24/2013,TRUE,244
253,1/19/2019,2019,суббота,Баядерка,Балет,12+,Историческая сцена,19:00,sold,1/24/2013,TRUE,244
255,1/20/2019,2019,воскресенье,Баядерка,Балет,12+,Историческая сцена,18:00,sold,1/24/2013,TRUE,244
257,1/22/2019,2019,вторник,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,244
258,1/23/2019,2019,среда,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,244
259,1/23/2019,2019,среда,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,244
261,1/24/2019,2019,четверг,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,244
262,1/24/2019,2019,четверг,Укрощение строптивой,Балет,16+,Новая сцена,19:00,sold,7/4/2014,TRUE,244
264,1/25/2019,2019,пятница,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,244
267,1/26/2019,2019,суббота,Клетка,Балет,16+,Новая сцена,12:00,sold,3/19/2017,TRUE,244
268,1/26/2019,2019,суббота,Дон Карлос,Опера,12+,Историческая сцена,19:00,sold,12/17/2013,TRUE,244
269,1/26/2019,2019,суббота,Клетка,Балет,16+,Новая сцена,19:00,sold,3/19/2017,TRUE,244
272,1/27/2019,2019,воскресенье,Клетка,Балет,16+,Новая сцена,14:00,sold,3/19/2017,TRUE,244
274,1/29/2019,2019,вторник,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
275,1/29/2019,2019,вторник,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
276,1/30/2019,2019,среда,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
277,1/30/2019,2019,среда,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
280,1/31/2019,2019,четверг,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
281,1/31/2019,2019,четверг,Онегин,Балет,12+,Новая сцена,19:00,sold,7/12/2013,TRUE,244
284,2/2/2019,2019,суббота,Светлый ручей,Балет,12+,Новая сцена,12:00,sold,4/18/2003,TRUE,244
285,2/2/2019,2019,суббота,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
286,2/2/2019,2019,суббота,Светлый ручей,Балет,12+,Новая сцена,19:00,sold,4/18/2003,TRUE,244
288,2/3/2019,2019,воскресенье,Светлый ручей,Балет,12+,Новая сцена,12:00,sold,4/18/2003,TRUE,244
290,2/3/2019,2019,воскресенье,Пиковая дама,Опера,16+,Историческая сцена,19:00,sold,2/15/2018,TRUE,244
292,2/7/2019,2019,четверг,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
294,2/8/2019,2019,пятница,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
296,2/9/2019,2019,суббота,Спартак,Балет,12+,Историческая сцена,12:00,sold,4/9/1968,TRUE,244
298,2/9/2019,2019,суббота,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
300,2/10/2019,2019,воскресенье,Спартак,Балет,12+,Историческая сцена,19:00,sold,4/9/1968,TRUE,244
301,2/12/2019,2019,вторник,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
304,2/13/2019,2019,среда,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
305,2/13/2019,2019,среда,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,244
308,2/14/2019,2019,четверг,Дон Кихот,Балет,6+,Историческая сцена,19:00,sold,2/2/2016,TRUE,244
309,2/14/2019,2019,четверг,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,244
310,2/15/2019,2019,пятница,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,244
312,2/16/2019,2019,суббота,Драгоценности,Балет,6+,Историческая сцена,12:00,sold,5/5/2012,TRUE,244
313,2/16/2019,2019,суббота,Драгоценности,Балет,6+,Историческая сцена,19:00,sold,5/5/2012,TRUE,244
314,2/16/2019,2019,суббота,Идиот,Опера,16+,Новая сцена,19:00,sold,2/12/2017,TRUE,244
317,2/17/2019,2019,воскресенье,Драгоценности,Балет,6+,Историческая сцена,14:00,sold,5/5/2012,TRUE,244
320,2/19/2019,2019,вторник,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
321,2/20/2019,2019,среда,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
324,2/22/2019,2019,пятница,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
326,2/23/2019,2019,суббота,Артефакт-сюита,Балет,12+,Новая сцена,12:00,sold,11/20/2018,TRUE,244
328,2/23/2019,2019,суббота,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
331,2/24/2019,2019,воскресенье,Артефакт-сюита,Балет,12+,Новая сцена,19:00,sold,11/20/2018,TRUE,244
336,3/1/2019,2019,пятница,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
339,3/2/2019,2019,суббота,Лебединое озеро,Балет,12+,Историческая сцена,12:00,sold,3/2/2001,TRUE,244
340,3/2/2019,2019,суббота,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
344,3/3/2019,2019,воскресенье,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
348,3/7/2019,2019,четверг,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,244
350,3/8/2019,2019,пятница,Дочь фараона,Балет,12+,Историческая сцена,12:00,sold,7/19/2018,TRUE,244
351,3/8/2019,2019,пятница,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,244
353,3/9/2019,2019,суббота,Дочь фараона,Балет,12+,Историческая сцена,12:00,sold,7/19/2018,TRUE,244
354,3/9/2019,2019,суббота,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,244
358,3/10/2019,2019,воскресенье,Дочь фараона,Балет,12+,Историческая сцена,19:00,sold,7/19/2018,TRUE,244
360,3/13/2019,2019,среда,Альцина,Опера, 18+,Новая сцена,19:00,sold,10/7/2012,TRUE,244
363,3/15/2019,2019,пятница,Альцина,Опера, 18+,Новая сцена,19:00,sold,10/7/2012,TRUE,244
365,3/16/2019,2019,суббота,Жизель,Балет,12+ ,Историческая сцена,19:00,sold,5/2/1987,TRUE,244
368,3/17/2019,2019,воскресенье,Жизель,Балет,12+ ,Историческая сцена,19:00,sold,5/2/1987,TRUE,244
369,3/17/2019,2019,воскресенье,Альцина,Опера, 18+,Новая сцена,19:00,sold,10/7/2012,TRUE,244
370,3/19/2019,2019,вторник,Альцина,Опера, 18+,Новая сцена,19:00,sold,10/7/2012,TRUE,244
371,3/22/2019,2019,пятница,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,244
373,3/23/2019,2019,суббота,Коппелия,Балет,12+,Новая сцена,12:00,sold,4/20/2018,TRUE,244
374,3/23/2019,2019,суббота,Коппелия,Балет,12+,Новая сцена,19:00,sold,4/20/2018,TRUE,244
375,3/24/2019,2019,воскресенье,Коппелия,Балет,12+,Новая сцена,14:00,sold,4/20/2018,TRUE,244
378,3/28/2019,2019,четверг,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,244
380,3/29/2019,2019,пятница,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,244
383,3/30/2019,2019,суббота,Богема,Опера,12+,Новая сцена,19:00,sold,7/24/2018,TRUE,244
386,3/31/2019,2019,воскресенье,Богема,Опера,12+,Новая сцена,14:00,sold,7/24/2018,TRUE,244
389,4/4/2019,2019,четверг,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,244
390,4/5/2019,2019,пятница,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,244
392,4/6/2019,2019,суббота,Зимняя сказка,Балет,12+,Историческая сцена,12:00,sold,4/4/2019,TRUE,244
393,4/6/2019,2019,суббота,Иоланта,Опера,12+ ,Новая сцена,12:00,sold,10/28/2015,TRUE,244
394,4/6/2019,2019,суббота,Зимняя сказка,Балет,12+,Историческая сцена,19:00,sold,4/4/2019,TRUE,244
395,4/6/2019,2019,суббота,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
398,4/7/2019,2019,воскресенье,Зимняя сказка,Балет,12+,Историческая сцена,14:00,sold,4/4/2019,TRUE,244
400,4/7/2019,2019,воскресенье,Иоланта,Опера,12+ ,Новая сцена,19:00,sold,10/28/2015,TRUE,244
401,4/9/2019,2019,вторник,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
402,4/10/2019,2019,среда,Лебединое озеро,Балет,12+,Историческая сцена,19:00,sold,3/2/2001,TRUE,244
403,4/10/2019,2019,среда,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
404,4/11/2019,2019,четверг,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
406,4/12/2019,2019,пятница,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,244
407,4/12/2019,2019,пятница,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
409,4/13/2019,2019,суббота,Анна Каренина ,Балет,16+ ,Историческая сцена,12:00,sold,3/23/2018,TRUE,244
410,4/13/2019,2019,суббота,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,244
411,4/13/2019,2019,суббота,Севильский цирюльник,Опера,12+,Новая сцена,19:00,sold,11/3/2018,TRUE,244
413,4/14/2019,2019,воскресенье,Севильский цирюльник,Опера,12+,Новая сцена,12:00,sold,11/3/2018,TRUE,244
414,4/14/2019,2019,воскресенье,Анна Каренина ,Балет,16+ ,Историческая сцена,19:00,sold,3/23/2018,TRUE,244
416,4/16/2019,2019,вторник,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
417,4/17/2019,2019,среда,Ромео и Джульетта,Балет,12+,Новая сцена,19:00,sold,11/22/2017,TRUE,244
419,4/18/2019,2019,четверг,Травиата,Опера,16+ ,Историческая сцена,19:00,sold,10/7/2012,TRUE,244
